GRD Ref,Parent,Source Title,Short Source Title,Source Description,Archival Ref,Archive,Type
SS104/34,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Sir William Runckorne, 27 April 1541","Sir William Runckorne's will, 1541",,DL 30/491/13 mem. 7,The National Archives,Archival
SS104/35,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of William Earl of Knaresborough, 11 January 1541/2","William Earl's will, 1541/2",,DL 30/491/14 mem. 4 ,The National Archives,Archival
SS104/36,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Lindley of Harrogate, 8 August 1542","John Lindley's will, 1542",,DL 30/491/14 mem. 8,The National Archives,Archival
SS104/38,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Jeffraye, 6 June 1543","John Jeffraye's will, 1543",,DL 30/491/15 mem. 10,The National Archives,Archival
SS104/39,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Richard Haye of Screvynge, 14 November 1543","Richard Haye's will, 1543",,DL 30/491/16 mem. 4,The National Archives,Archival
SS104/4,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Miles Gill of Fuyston, 24 December 1512","Miles Gill's will, 1512",,DL 30/490/5 mem. 9,The National Archives,Archival
SS104/41/1,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Richard Barroby of Pannall, 29 April 1543","Richard Barroby's will, 1543",,DL 30/491/16 mem. 6,The National Archives,Archival
SS104/41/2,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Dowson of Screvyng, 7 August 1544","John Dowson's will, 1544",,DL 30/491/16 mem. 9,The National Archives,Archival
SS104/42,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Agnes Wood of Tymbill, 12 September 1544","Agnes Wood's will, 1544",,DL 30/491/16 mem. 10,The National Archives,Archival
SS104/45,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Mawde Beckwith al. Snawsell of Clynte, 20 August 1544","Mawde Beckwith's will, 1544",,DL 30/491/17 mem. 4,The National Archives,Archival
SS104/46,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Mawde Beckwith al. Snawsell of Clynte, 20 August 1544","Mawde Beckwith's will, 1544",,DL 30/491/17 mem. 4,The National Archives,Archival
SS104/47,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of William Marston of Harogaite, 21 January 1544/5","William Marston's will, 1544/5",,DL 30/491/17 mem. 4,The National Archives,Archival
SS104/48,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of William Parkoure of Kettyllsynge, 9 June 1545","William Parkoure's will, 1545",,DL 30/491/17 mem. 8,The National Archives,Archival
SS104/5,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Miles Gill of Fuyston, 24 December 1512","Miles Gill's will, 1512",,DL 30/490/5 mem. 9,The National Archives,Archival
SS104/54,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Hertforthe of Harogaite, 12 December 1548","Thomas Hertforthe's will, 1548",,DL 30/492/3 mem. 3,The National Archives,Archival
SS104/58,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Margaret Webster, 23 July 1550","Margaret Webster's will, 1550",,DL 30/492/4 mem. 9,The National Archives,Archival
SS104/59,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Richard Kighley of Knaresborough, 29 October 1550","Richard Kighley's will, 1550",,DL 30/492/5 mem. 3,The National Archives,Archival
SS104/6,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Beckwith of Clyntt, 25 May 1519","Thomas Beckwith's will, 1519",,DL 30/490/11 mem. 8,The National Archives,Archival
SS104/61/1,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Smythe of Kelynghall, 21 October 1551","Thomas Smythe's will, 1551",,DL 30/492/6 mem. 3,The National Archives,Archival
SS104/61/2,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Robert Turnour, 2 December 1551","Robert Turnour's will, 1551",,DL 30/492/6 mem. 4,The National Archives,Archival
SS104/64,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Miles Gill of Pannall, 16 November 1552","Miles Gill's will, 1552",,DL 30/492/7 mem. 2,The National Archives,Archival
SS104/66,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Symeson of Bekwithshaw, 7 August 1555","Thomas Symeson's will, 1555",,DL 30/492/9 mem. 5,The National Archives,Archival
SS104/69,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of William Brerey of Pannal, 11 March 1555/6","William Brerey's will, 1555/6",,DL 30/492/9 mem. 5,The National Archives,Archival
SS104/79,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Byrkebeck of Ripley, 3 March 1558","John Byrkebeck's will, 1558",,DL 30/493/1 mem. 6,The National Archives,Archival
SS104/8,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Agnes Lewtie of Clyntt, 18 April 1519/20","Agnes Lewtie's will, 1519/20",,DL 30/490/12 mem. 7,The National Archives,Archival
SS104/80,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Sporrett of Harlowgaite, 7 April 1559","John Sporrett's will, 1559",,DL 30/493/1 mem. 7,The National Archives,Archival
SS104/82,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Belyngham of Crookesnabbe, 7 April 1559","Thomas Belyngham's will, 1559",,DL 30/493/1 mem. 7,The National Archives,Archival
SS104/84,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Kigheley, 24 July 1560","Thomas Kigheley's will, 1560",,DL 30/493/2 mem. 8,The National Archives,Archival
SS104/85,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Thomas Kigheley, 24 July 1560","Thomas Kigheley's will, 1560",,DL 30/493/2 mem. 8,The National Archives,Archival
SS104/87,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of John Dicconson of Killinghall, 4 June 1561","John Dicconson's will, 1561",,DL 30/493/5 mem. 9,The National Archives,Archival
SS104/93,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Henrie Banke of Thruscros, 12 April 1564","Henrie Banke's will, 1564",,DL 30/493/6 mem. 4,The National Archives,Archival
SS104/94,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Peter Knaresborough of Clint, 16 August 1564","Peter Knaresborough's will, 1564",,DL 30/493/6 mem. 7,The National Archives,Archival
SS104/95,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Peter Knaresborough of Clint, 16 August 1564","Peter Knaresborough's will, 1564",,DL 30/493/6 mem. 7,The National Archives,Archival
SS104/96,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Will of Peter Knaresborough of Clint, 16 August 1564","Peter Knaresborough's will, 1564",,DL 30/493/6 mem. 7,The National Archives,Archival
SS104/xii,"Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).","Wills and Administrations from the Knaresborough Court Rolls Vol. I, Surtees Society Vol. 104 (London, 1902).",Surtees Society vol. 104,,p. xii,,Book
SS106/1,,"Will of Lyon Percehay, Ryton, 20 May 1517","Lyon Percehay's will, 1517",,Prob Reg 9 f. 71,Borthwick Institute for Archives,Archival
SS106/102,,"Will of Robert Hotham, Etton, 1 October 1540","Robert Hotham's will, 1540",,Prob Reg 9 f. 471,Borthwick Institute for Archives,Archival
SS106/107,,"Will of Thomas Wodecoke, York, 19 July 1404","Thomas Wodecoke's will, 1404",,Prob Reg 3 f. 112,Borthwick Institute for Archives,Archival
SS106/110,,"Will of Gregory Conyers, Whitby, 18 December 1540","Gregory Conyer's will, 1540",,Prob Reg 11 f. 510,Borthwick Institute for Archives,Archival
SS106/111,,"Will of Gregory Conyers, Whitby, 18 December 1540","Gregory Conyer's will, 1540",,Prob Reg 11 f. 510,Borthwick Institute for Archives,Archival
SS106/112,,"Will of Richard Thweng, Rotsea p. Hooton Cranswick, 30 September 1540","Richard Thweng's will, 1540",,Prob Reg 11 f. 463,Borthwick Institute for Archives,Archival
SS106/113,,"Will of Richard Thweng, Rotsea p. Hooton Cranswick, 30 September 1540","Richard Thweng's will, 1540",,Prob Reg 11 f. 463,Borthwick Institute for Archives,Archival
SS106/122,,"Will of Walter Clifton, Gray's Inn Middlesex, 27 July 1540","Walter Clifton's will, 1540",,Prob Reg 11 f. 500,Borthwick Institute for Archives,Archival
SS106/127,,"Will of Henry Clifford, Earl of Cumberland, 4 June 1543","Henry Clifford's will, 1543",,Prob Reg 11 f. 664,Borthwick Institute for Archives,Archival
SS106/128,,"Will of Henry Clifford, Earl of Cumberland, 4 June 1543","Henry Clifford's will, 1543",,Prob Reg 11 f. 664,Borthwick Institute for Archives,Archival
SS106/143,,"Will of John West, Aughton, 6 October 1541","John West's will, 1541",,Prob Reg 11 f. 582,Borthwick Institute for Archives,Archival
SS106/149,,"Will of James Conyers, Whitby, 1 September 1542","James Conyer's will, 1542",,Prob Reg 11 f. 616,Borthwick Institute for Archives,Archival
SS106/168,,"Will of Katherine, Countess of Northumberland, 7 April 1543","Katherine, Countess of Northumberland's will, 1543",,Prob Reg 11 f. 638,Borthwick Institute for Archives,Archival
SS106/17,,"Will of Edward Saltmarshe, West Cottingwith, 16 September 1531","Edward Saltmarshe's will, 1531",,Prob Reg 10 f. 71,Borthwick Institute for Archives,Archival
SS106/171,,"Will of Henry Ryther, Ryther, 13 March 1543/4","Henry Ryther's will, 1543/4",,Prob Reg 11 f. 726,Borthwick Institute for Archives,Archival
SS106/191,,"Will of Richard Grene, Newby, [1549]","Richard Grene's will, [1549]",,Prob Reg 12a f. 20,Borthwick Institute for Archives,Archival
SS106/192,,"Will of Sir Richard Holland, Denton in Lancashire, 1548-9","Sir RIchard Holland's will, 1548-9",,Prog Reg 12a f. 10,Borthwick Institute for Archives,Archival
SS106/210,,"Will of Richard Plompton, York, 19 January 1545-6","Richard Plompton's will, 1545-6",,Prob Reg 13 f. 105,Borthwick Institute for Archives,Archival
SS106/211,,"Will of John Anne, Frickley, 21 November 1545","John Anne's will, 1545",,Prob Reg 13 f. 73,Borthwick Institute for Archives,Archival
SS106/214,,"Will of Ellen Armerode, South Kirkby, 9 June 1545","Ellen Armerode's will, 1545",,Prob Reg 13 f. 25d,Borthwick Institute for Archives,Archival
SS106/218,,"Will of Sir Brian Stapleton, Burton Joyce, 9 October 1550","Sir Brian Stapleton's will, 1550",,Prob Reg 13 f. 675 ,Borthwick Institute for Archives,Archival
SS106/225,,"Will of Ralph Bigod, Seaton, 28 April 1551","Ralph Bigod's will, 1551",,Prob Reg 13 f. 293,Borthwick Institute for Archives,Archival
SS106/226,,"Will of Richard Ugdon, York, 18 June 1545","Richard Ugdon's will, 1545",,Prob Reg 13 f. 29 ,Borthwick Institute for Archives,Archival
SS106/231,,"Will of Thomas Bosvile, Conisborough, 26 October 1545","Thomas Bosvile's will, 1545",,Prob Reg 13 f. 90,Borthwick Institute for Archives,Archival
SS106/257,,"Will of William Hungate, Saxton, 19 April 1548","William Hungate's will, 1548",,Prob Reg 13 f. 379,Borthwick Institute for Archives,Archival
SS106/26,,"Will of Richard Bingham, Carcolston, 31 January 1531-2","Richard Bingham's will, 1531-2",,Prob Reg 11 f. 2b,Borthwick Institute for Archives,Archival
SS106/266,,"Will of Edward Saltmarsh, Thorganby, 5 May 1548","Edward Saltmarsh's will, 1548",,Prob Reg 13 f. 389,Borthwick Institute for Archives,Archival
SS106/272,,"Will of Isabell Craike, Bishop Burton, 6 November 1548","Isabell Craike's will, 1548",,Prob Reg 13 f. 460,Borthwick Institute for Archives,Archival
SS106/274,,"Will of Isabell Craike, Bishop Burton, 6 November 1548","Isabell Craike's will, 1548",,Prob Reg 13 f. 460,Borthwick Institute for Archives,Archival
SS106/275,,"Will of Isabell Craike, Bishop Burton, 6 November 1548","Isabell Craike's will, 1548",,Prob Reg 13 f. 460,Borthwick Institute for Archives,Archival
SS106/28,,"Will of Margery Markham, Hawton, 10 October 1532","Margery Markham's will, 1532",,Prob Reg 11 f. 29d,Borthwick Institute for Archives,Archival
SS106/280,,"Will of Thomas Gower, Stainsby, 2 March 1548-9","Thomas Gower's will, 1548-9",,Prob Reg 13 f. 504,Borthwick Institute for Archives,Archival
SS106/293-4,,"Will of John Fulwood, Newark, 9 October 1550","John Fulwood's will, 1550",,Prob Reg 13 f. 671,Borthwick Institute for Archives,Archival
SS106/306,,"Will of Laurence Lyster, Stirkhouse p. Gisburne, 18 February 1551-2","Laurence Lyster's will, 1551-2",,Prob Reg 13 f. 824,Borthwick Institute for Archives,Archival
SS106/34,,"Will of John Mering, Fryston, 4 February 1532-3","John Mering's will, 1532-3",,Prob Reg 11 f. 48,Borthwick Institute for Archives,Archival
SS106/37,,"Will of Dame Margaret Boynton, Barmston, 3 August 1556","Dame Margaret Boynton's will, 1556",,Prob Reg 11 f. 202,Borthwick Institute for Archives,Archival
SS106/39,,"Will of Thomas Savile, Copley, 6 August 1535","Thomas Savile's will, 1535",,Prob Reg 11 f. 149,Borthwick Institute for Archives,Archival
SS106/4,,"Will of William Wakefield, Pontefract, 2 October 1521","William Wakefield's will, 1521",,Prob Reg 9 f. 177,Borthwick Institute for Archives,Archival
SS106/41,,"Will of Christopher Wilberfosse, Wilberfosse, 18 July 1534","Christopher Wilberfosse's will, 1534",,Prob Reg 11 f. 106,Borthwick Institute for Archives,Archival
SS106/48,,"Will of Henry Babthorpe, Drax, 24 September 1535","Henry Babthorpe's will, 1535",,Prob Reg 11 f. 162,Borthwick Institute for Archives,Archival
SS106/5,,"Will of Nicholas Bosvile, Denaby p. Mikisburgh, 3 July 1523","Nicholas Bosvile's will, 1523",,Prob Reg 9 f. 263,Borthwick Institute for Archives,Archival
SS106/53,,"Will of Isabelle Swales, Killingarthe, 12 September 1536","Isabelle Swale's will, 1536",,Prob Reg 11 f. 205,Borthwick Institute for Archives,Archival
SS106/55,,"Will of Thomas Percy, Scarborough, 10 February 1536-7","Thomas Percy's will, 1536-7",,Prob Reg 11 f. 228,Borthwick Institute for Archives,Archival
SS106/56,,"Will of Thomas Percy, Scarborough, 10 February 1536-7","Thomas Percy's will, 1536-7",,Prob Reg 11 f. 228,Borthwick Institute for Archives,Archival
SS106/6,,"Will of William Holme, Paul Holme, 4 August 1524","William Holme's will, 1524",,Prob Reg 9 f. 300,Borthwick Institute for Archives,Archival
SS106/66,,"Will of Christopher Stapleton, Wighill, 29 January 1537-8","Christopher Stapleton's will, 1537-8",,Prob Reg 11 f. 269,Borthwick Institute for Archives,Archival
SS106/67,,"Will of Christopher Stapleton, Wighill, 29 January 1537-8","Christopher Stapleton's will, 1537-8",,Prob Reg 11 f. 269,Borthwick Institute for Archives,Archival
SS106/75,,"Will of George Deyvill, Coxwold, 7 March 1538-9","George Deyvill's will, 1538-9",,Prob Reg 11 f. 348,Borthwick Institute for Archives,Archival
SS106/82,,"Will of Robert Craike, Beverley, 16 March 1538-9","Robert Craike's will, 1538-9",,Prob Reg 11 f. 354 ,Borthwick Institute for Archives,Archival
